Date,Negative Score,Neutral Score,Positive Score,Compound Score,count
2020/4/30,0.289,3.296,0.416,3.3508,4
2020/5/1,0.196,2.553,0.25,1.7352,3
2020/5/2,0.099,0.808,0.093,-0.3612,1
2020/5/3,0.045,0.853,0.102,0.9974,1
2020/5/4,0.081,0.848,0.07,-0.7724,1
2020/5/8,0.116,1.676,0.209,1.9944,2
2020/5/10,0.075,0.83,0.095,0.9917,1
2020/5/11,0.225,2.579,0.196,0.0777,3
2020/5/12,0.152,1.72,0.127,-0.3504,2
2020/5/13,0.308,4.434,0.258,-2.2174,5
2020/5/14,0.075,1.676,0.249,1.9341,2
2020/5/15,0.143,1.749,0.107,-1.306,2
2020/5/16,0.035,0.872,0.093,0.9899,1
2020/5/18,0.035,0.836,0.128,0.999,1
2020/5/19,0.051,0.862,0.087,0.9924,1
2020/5/20,0.084,3.656,0.259,3.8258,4
2020/5/21,0.028,0.901,0.072,0.9961,1
2020/5/22,0.1,0.847,0.053,-0.9834,1
2020/5/26,0.058,0.855,0.087,0.9863,1
2020/5/27,0.059,1.749,0.193,1.9926,2
2020/5/29,0.065,1.712,0.225,1.9916,2
2020/5/31,0.046,1.788,0.166,1.9964,2
2020/6/5,0.192,2.602,0.207,-0.5725,3
2020/6/7,0.028,0.858,0.113,0.9987,1
2020/6/8,0.117,0.812,0.071,-0.9899,1
2020/6/9,0.108,1.736,0.156,0.0335,2
2020/6/10,0.093,2.716,0.191,2.8975,3
2020/6/11,0.117,1.683,0.199,1.6299,2
2020/6/12,0.047,1.84,0.113,1.9442,2
2020/6/14,0.108,1.739,0.153,1.9495,2
2020/6/15,0.055,0.88,0.066,0.6012,1
2020/6/16,0.045,0.88,0.075,0.9742,1
2020/6/17,0.258,2.543,0.197,-1.4676,3
2020/6/18,0.071,0.828,0.101,0.5849,1
2020/6/19,0.011,0.96,0.029,0.7096,1
2020/6/20,0.131,1.672,0.197,1.9546,2
2020/6/21,0.091,1.704,0.206,1.9739,2
2020/6/23,0.049,0.888,0.063,0.9311,1
2020/6/24,0.044,0.807,0.149,0.9966,1
2020/6/25,0.034,0.862,0.104,0.9961,1
2020/6/26,0.072,2.584,0.345,2.9768,3
2020/7/1,0.016,0.921,0.063,0.9788,1
2020/7/2,0.117,2.611,0.272,2.9726,3
2020/7/3,0.078,0.823,0.099,0.706,1
2020/7/6,0.08,0.761,0.158,0.9995,1
2020/7/7,0.15,4.455,0.393,3.5184,5
2020/7/10,0.1,2.643,0.258,2.5947,3
2020/7/13,0.022,0.879,0.099,0.9896,1
2020/7/14,0.064,0.832,0.104,0.9645,1
2020/7/15,0.15,3.531,0.318,3.8592,4
2020/7/16,0.178,1.638,0.183,-0.5255,2
2020/7/17,0.049,0.866,0.085,0.9911,1
2020/7/19,0.202,3.412,0.386,3.9531,4
2020/7/20,0.267,2.535,0.198,0.7304,3
2020/7/21,0.054,0.851,0.095,0.9904,1
2020/7/22,0.146,3.477,0.376,3.9011,4
2020/7/23,0.219,3.379,0.402,3.9118,4
2020/7/24,0.061,0.856,0.083,0.9545,1
2020/7/25,0.059,0.788,0.152,0.9987,1
2020/7/26,0.079,1.849,0.072,0.0351,2
2020/7/27,0.017,0.904,0.079,0.99,1
2020/7/28,0.041,0.89,0.069,0.9062,1
2020/7/29,0.049,0.885,0.066,0.9174,1
2020/7/30,0.062,0.876,0.062,-0.7058,1
2020/7/31,0.133,1.681,0.186,0.1894,2
2020/8/3,0.023,0.906,0.071,0.9905,1
2020/8/4,0.095,0.749,0.156,0.9953,1
2020/8/5,0.154,1.646,0.2,1.835,2
2020/8/6,0.205,5.01,0.785,5.9823,6
2020/8/7,0.143,2.583,0.275,2.9893,3
2020/8/9,0.009,0.873,0.118,0.999,1
2020/8/10,0.074,1.763,0.164,1.9412,2
2020/8/11,0.061,1.788,0.151,1.9307,2
2020/8/12,0.137,1.719,0.143,0.0728,2
2020/8/13,0.043,1.756,0.2,1.9897,2
2020/8/14,0.051,1.845,0.103,1.5659,2
2020/8/16,0.07,0.842,0.087,0.8729,1
2020/8/17,0.058,0.87,0.072,0.8406,1
2020/8/18,0.197,1.545,0.258,0.2135,2
2020/8/19,0.043,0.889,0.067,0.9779,1
2020/8/20,0.202,4.355,0.443,4.8166,5
2020/8/21,0.036,0.851,0.113,0.9942,1
2020/8/24,0.045,0.874,0.081,0.9978,1
2020/8/27,0.109,2.724,0.167,2.742,3
2020/8/28,0.07,1.734,0.195,1.9879,2
2020/8/29,0.168,2.532,0.299,2.8152,3
2020/8/31,0.158,3.472,0.37,3.9344,4
2020/9/1,0.027,0.825,0.148,0.9983,1
2020/9/2,0.217,3.369,0.413,1.8655,4
2020/9/3,0.038,0.874,0.088,0.9941,1
2020/9/4,0.135,2.602,0.263,2.4823,3
2020/9/5,0.062,0.841,0.097,0.9988,1
2020/9/7,0.114,1.707,0.18,1.9554,2
2020/9/8,0.28,7.033,0.687,5.4083,8
2020/9/9,0.284,5.141,0.576,4.7341,6
2020/9/10,0.148,2.567,0.284,2.8226,3
2020/9/11,0.535,6.799,0.668,3.8052,8
2020/9/13,0.218,2.479,0.304,0.9973,3
2020/9/14,0.071,0.815,0.114,0.9081,1
2020/9/15,0.086,2.59,0.324,2.9556,3
2020/9/16,0.025,0.878,0.097,0.9985,1
2020/9/17,0.158,3.582,0.26,3.2093,4
2020/9/18,0.122,3.53,0.35,3.9027,4
2020/9/20,0.042,0.899,0.059,0.9751,1
2020/9/21,0.033,0.909,0.058,0.9633,1
2020/9/22,0.079,1.803,0.118,0.6404,2
2020/9/23,0.16,4.388,0.45,4.8696,5
2020/9/24,0.206,3.541,0.254,2.9794,4
2020/9/25,0.195,2.583,0.222,0.9939,3
2020/9/28,0.186,3.379,0.435,3.9554,4
2020/9/29,0.156,2.599,0.245,1.0586,3
2020/9/30,0.039,0.848,0.113,0.9977,1
2020/10/1,0.155,3.459,0.386,3.9752,4
2020/10/2,0.278,3.416,0.306,0.7407,4
2020/10/3,0.108,2.603,0.29,2.8853,3
2020/10/5,0.148,2.613,0.239,0.7472,3
2020/10/6,0.043,0.892,0.065,0.9592,1
2020/10/7,0.023,0.877,0.1,0.9962,1
2020/10/9,0.03,0.899,0.071,0.9865,1
2020/10/12,0.067,0.875,0.059,-0.9328,1
2020/10/13,0.024,0.888,0.088,0.9948,1
2020/10/14,0.039,0.893,0.067,0.9581,1
2020/10/15,0.034,0.847,0.119,0.999,1
2020/10/17,0.016,0.872,0.112,0.9987,1
2020/10/19,0.107,1.718,0.175,0.5017,2
2020/10/20,0.078,1.776,0.146,1.8316,2
2020/10/21,0.101,3.613,0.285,3.8381,4
2020/10/22,0.273,4.275,0.452,2.5658,5
2020/10/23,0.146,2.554,0.299,2.9645,3
2020/10/24,0.081,0.842,0.077,-0.7845,1
2020/10/26,0.035,0.908,0.057,0.9577,1
2020/10/27,0.184,2.601,0.214,0.9481,3
2020/10/28,0.03,0.858,0.111,0.9936,1
2020/10/29,0.115,1.677,0.208,1.8041,2
2020/10/30,0.087,0.828,0.085,-0.8219,1
2020/10/31,0.042,0.906,0.052,-0.318,1
2020/11/3,0.094,1.708,0.197,1.9865,2
2020/11/4,0.028,0.906,0.066,0.8617,1
2020/11/5,0.018,0.884,0.098,0.9856,1
2020/11/6,0.032,0.919,0.049,0.6369,1
2020/11/10,0.036,0.892,0.072,0.9889,1
2020/11/12,0.083,2.581,0.336,2.9782,3
2020/11/13,0.131,3.573,0.297,2.926,4
2020/11/14,0.121,1.702,0.177,1.5494,2
2020/11/17,0.215,7.048,0.737,7.8217,8
2020/11/18,0.019,0.922,0.059,0.9827,1
2020/11/19,0.042,0.902,0.056,0.9556,1
2020/11/20,0.214,5.223,0.562,5.9621,6
2020/11/21,0.053,0.839,0.109,0.9865,1
2020/11/22,0.08,1.756,0.164,1.9833,2
2020/11/23,0.133,3.442,0.425,1.9841,4
2020/11/24,0.031,0.909,0.06,0.9382,1
2020/11/25,0.058,0.851,0.09,0.997,1
2020/11/27,0.135,3.556,0.309,3.3809,4
2020/11/28,0.159,2.542,0.298,2.9834,3
2020/11/29,0.068,1.683,0.249,1.9962,2
2020/11/30,0.15,4.422,0.429,4.8242,5
2020/12/1,0.09,2.548,0.362,2.9306,3
2020/12/2,0.086,2.587,0.327,2.9932,3
2020/12/3,0.187,3.488,0.327,1.8466,4
2020/12/4,0.038,0.877,0.085,0.9928,1
2020/12/6,0.028,0.898,0.074,0.9827,1
2020/12/7,0.09,0.819,0.091,-0.8066,1
2020/12/8,0.19,7.056,0.755,7.8734,8
2020/12/9,0.192,4.313,0.495,4.9296,5
2020/12/10,0.225,4.329,0.445,4.9309,5
2020/12/11,0.054,1.778,0.169,1.9654,2
2020/12/12,0.159,4.382,0.459,4.8851,5
2020/12/13,0.033,0.865,0.103,0.9945,1
2020/12/14,0.05,0.905,0.045,-0.8767,1
2020/12/15,0.09,2.702,0.208,2.8025,3
2020/12/16,0.038,0.875,0.087,0.995,1
2020/12/17,0.173,4.333,0.494,4.2818,5
2020/12/18,0.201,5.331,0.467,5.579,6
2020/12/19,0.063,0.839,0.098,0.8176,1
2020/12/20,0.034,0.874,0.092,0.9966,1
2020/12/21,0.29,4.282,0.43,2.9552,5
2020/12/22,0.125,3.557,0.319,3.8467,4
2020/12/23,0.125,1.704,0.171,1.0428,2
2020/12/24,0.047,1.783,0.171,1.883,2
2020/12/25,0.026,0.903,0.07,0.9939,1
2020/12/26,0.028,0.872,0.099,0.9976,1
2020/12/27,0.102,1.735,0.163,1.7246,2
2020/12/30,0.045,0.81,0.144,0.999,1
2020/12/31,0.038,0.85,0.112,0.9951,1
2021/1/1,0.244,5.233,0.523,5.6183,6
2021/1/2,0.016,0.954,0.031,0.8499,1
2021/1/3,0.212,4.231,0.556,3.1214,5
2021/1/4,0.287,4.363,0.351,2.1177,5
2021/1/5,0.171,1.739,0.091,-0.0013,2
2021/1/6,0.151,2.531,0.319,2.8799,3
2021/1/7,0.159,4.41,0.43,4.723,5
2021/1/8,0.289,6.023,0.686,6.2558,7
2021/1/9,0.128,1.691,0.181,1.8454,2
2021/1/10,0.097,2.654,0.249,2.9875,3
2021/1/11,0.151,3.445,0.404,3.8729,4
2021/1/12,0.192,3.447,0.36,3.7703,4
2021/1/13,0.202,2.598,0.201,-0.5514,3
2021/1/14,0.215,4.372,0.414,1.9059,5
2021/1/15,0.257,5.249,0.495,5.6954,6
2021/1/16,0.04,0.858,0.102,0.9986,1
2021/1/17,0.05,0.866,0.084,0.9883,1
2021/1/18,0.011,0.946,0.043,0.9524,1
2021/1/19,0.219,5.343,0.437,5.4494,6
2021/1/20,0.038,0.767,0.195,0.9991,1
2021/1/21,0.03,2.734,0.236,2.9404,3
2021/1/22,0.206,5.247,0.547,5.8452,6
2021/1/23,0.027,1.837,0.136,1.9866,2
2021/1/24,0.083,1.683,0.234,1.9963,2
2021/1/25,0.119,4.494,0.386,4.8662,5
2021/1/26,0.088,3.503,0.409,3.9834,4
2021/1/27,0.278,5.185,0.536,4.1047,6
2021/1/28,0.367,7.745,0.89,8.5404,9
2021/1/29,0.155,3.559,0.285,3.7383,4
2021/1/30,0.206,1.565,0.23,0.8501,2
2021/1/31,0.078,1.721,0.2,1.9843,2
2021/2/1,0.145,2.566,0.289,2.948,3
2021/2/2,0.151,2.596,0.254,1.1164,3
2021/2/3,0.067,2.715,0.218,2.9547,3
2021/2/4,0.272,4.207,0.521,3.55,5
2021/2/5,0.355,7.785,0.86,8.8571,9
2021/2/6,0.049,0.866,0.084,0.9872,1
2021/2/7,0.027,0.911,0.062,0.9665,1
2021/2/8,0.2,4.241,0.559,3.3736,5
2021/2/9,0.201,3.41,0.388,3.1878,4
2021/2/10,0.103,3.559,0.338,3.9357,4
2021/2/11,0.202,4.306,0.491,1.423,5
2021/2/13,0.264,3.387,0.347,1.7618,4
2021/2/16,0.06,0.849,0.091,0.9387,1
2021/2/17,0.087,2.684,0.229,2.9518,3
2021/2/18,0.169,3.51,0.321,3.7646,4
2021/2/19,0.133,3.367,0.498,3.9808,4
2021/2/20,0.055,1.774,0.171,1.9798,2
2021/2/22,0.171,2.539,0.29,2.7111,3
2021/2/23,0.134,3.567,0.298,3.868,4
2021/2/24,0.194,5.178,0.629,5.872,6
2021/2/25,0.183,3.486,0.332,2.0271,4
2021/2/26,0.1,1.712,0.188,1.9784,2
2021/2/27,0.142,2.633,0.225,2.8201,3
2021/2/28,0.069,0.811,0.12,0.9927,1
2021/3/1,0.058,0.878,0.064,-0.296,1
2021/3/2,0.068,1.709,0.224,1.992,2
2021/3/4,0.308,6.022,0.672,6.8828,7
2021/3/5,0.084,1.754,0.162,1.8459,2
2021/3/7,0.038,0.887,0.074,0.9888,1
2021/3/8,0.084,2.634,0.281,2.973,3
2021/3/9,0.275,6.106,0.621,5.446,7
2021/3/10,0.27,5.242,0.489,4.027,6
2021/3/11,0.041,0.838,0.12,0.9973,1
2021/3/12,0.095,2.463,0.442,2.9424,3
2021/3/15,0.076,3.658,0.266,3.9204,4
2021/3/16,0.102,3.553,0.345,3.8382,4
2021/3/17,0.054,1.801,0.145,1.9736,2
2021/3/18,0.196,4.345,0.459,3.2149,5
2021/3/19,0.062,0.885,0.053,-0.91,1
2021/3/20,0.142,2.555,0.303,2.7483,3
2021/3/21,0.138,1.686,0.174,0.1287,2
2021/3/22,0.226,5.287,0.489,5.5246,6
2021/3/23,0.183,2.526,0.292,1.0024,3
2021/3/24,0.131,2.577,0.291,2.2604,3
2021/3/25,0.088,2.659,0.253,2.9487,3
2021/3/26,0.123,2.55,0.327,2.8708,3
2021/3/28,0.165,3.466,0.369,3.8456,4
2021/3/29,0.038,0.837,0.125,0.9977,1
2021/3/30,0.103,2.665,0.232,2.9144,3
2021/3/31,0.124,2.597,0.281,2.933,3
2021/4/1,0.122,3.518,0.36,3.9672,4
2021/4/2,0.082,2.772,0.146,2.8702,3
2021/4/3,0.027,0.877,0.095,0.9032,1
2021/4/4,0.088,2.746,0.166,2.9367,3
2021/4/5,0.08,2.591,0.33,2.9896,3
2021/4/6,0.155,3.391,0.453,3.9365,4
2021/4/9,0.161,2.591,0.249,1.1895,3
2021/4/12,0.096,1.775,0.129,0.2337,2
2021/4/13,0.113,2.664,0.222,1.8352,3
2021/4/14,0.019,0.906,0.075,0.9815,1
2021/4/15,0.07,2.711,0.219,2.9553,3
2021/4/16,0.195,4.326,0.479,4.9596,5
2021/4/17,0.042,0.869,0.089,0.9919,1
2021/4/19,0.255,4.282,0.461,3.6496,5
2021/4/20,0.297,4.361,0.341,0.3922,5
2021/4/21,0.077,0.856,0.067,-0.8474,1
2021/4/22,0.259,4.27,0.474,4.4005,5
2021/4/23,0.074,1.755,0.17,1.9967,2
2021/4/24,0.058,1.757,0.186,1.9761,2
2021/4/25,0.051,0.856,0.093,0.9963,1
2021/4/26,0.122,3.613,0.264,3.8702,4
2021/4/27,0.215,6.161,0.623,6.8017,7
2021/4/28,0.166,3.514,0.32,2.0396,4
2021/4/29,0.122,1.777,0.102,-0.0201,2
2021/4/30,0.053,1.739,0.208,1.9503,2
2021/5/2,0.123,2.443,0.435,2.992,3
2021/5/3,0.156,4.453,0.389,4.769,5
2021/5/4,0.19,4.358,0.453,4.869,5
2021/5/6,0.021,0.854,0.125,0.9959,1
2021/5/7,0.106,1.678,0.217,1.9954,2
2021/5/8,0.18,3.38,0.44,1.9788,4
2021/5/9,0.066,1.748,0.186,1.9902,2
2021/5/10,0.152,2.668,0.18,0.9797,3
2021/5/11,0.25,3.484,0.267,-0.0337,4
2021/5/12,0.402,6.945,0.651,3.7587,8
2021/5/13,0.264,4.309,0.427,2.8377,5
2021/5/14,0.254,5.239,0.508,4.4937,6
2021/5/16,0.088,1.735,0.176,1.9772,2
2021/5/17,0.057,1.759,0.184,1.9045,2
2021/5/18,0.051,0.867,0.083,0.9838,1
2021/5/19,0.142,2.619,0.24,1.0213,3
2021/5/20,0.442,7.76,0.798,8.1457,9
2021/5/21,0.226,4.335,0.439,2.9985,5
2021/5/22,0.072,2.657,0.272,2.998,3
2021/5/23,0.064,0.845,0.091,0.9862,1
2021/5/24,0.296,3.337,0.366,0.6279,4
2021/5/25,0.078,0.807,0.115,0.9903,1
2021/5/26,0.164,3.503,0.332,3.3503,4
2021/5/27,0.088,1.712,0.201,1.7858,2
2021/5/28,0.071,0.839,0.09,0.975,1
2021/6/1,0.046,1.809,0.145,1.9072,2
2021/6/2,0.286,6.119,0.593,4.902,7
2021/6/3,0.069,1.61,0.321,1.9972,2
2021/6/4,0.168,3.481,0.349,3.8424,4
2021/6/5,0.114,2.593,0.294,2.9964,3
2021/6/7,0.035,1.877,0.088,1.8216,2
2021/6/8,0.267,4.292,0.442,2.9435,5
2021/6/9,0.237,3.406,0.357,1.4297,4
2021/6/11,0.038,1.861,0.102,1.6198,2
2021/6/12,0.027,0.912,0.062,0.9952,1
2021/6/13,0.031,0.881,0.088,0.9992,1
2021/6/14,0.19,3.476,0.335,2.0083,4
2021/6/15,0.171,2.558,0.27,1.8299,3
2021/6/16,0.029,1.767,0.205,1.9754,2
2021/6/17,0.289,4.242,0.471,2.9465,5
2021/6/18,0.083,2.656,0.261,2.9712,3
2021/6/19,0.046,0.845,0.11,0.9979,1
2021/6/20,0.066,0.818,0.115,0.9887,1
2021/6/21,0.099,1.782,0.119,0.008,2
2021/6/24,0.054,2.716,0.23,2.9577,3
2021/6/25,0.052,2.721,0.227,2.951,3
2021/6/26,0.13,2.539,0.331,1.2335,3
2021/6/27,0.033,0.933,0.034,0.09,1
2021/6/28,0.162,4.402,0.436,4.741,5
2021/6/29,0.057,0.846,0.097,0.9629,1
2021/6/30,0.074,0.807,0.119,0.989,1
2021/7/1,0.037,0.88,0.083,0.9967,1
2021/7/2,0.228,4.38,0.391,2.9266,5
2021/7/3,0.046,0.809,0.145,0.9509,1
2021/7/5,0.023,0.909,0.068,0.993,1
2021/7/6,0.051,0.838,0.111,0.9964,1
2021/7/7,0.056,2.673,0.271,2.9403,3
2021/7/8,0.078,2.7,0.223,2.9801,3
2021/7/9,0.091,2.644,0.266,2.9729,3
2021/7/11,0.023,1.831,0.146,1.9843,2
2021/7/12,0.103,2.701,0.197,2.7024,3
2021/7/13,0.146,2.569,0.285,2.952,3
2021/7/14,0.07,1.713,0.218,1.9476,2
2021/7/15,0.026,0.866,0.108,0.9957,1
2021/7/16,0.09,1.761,0.149,0.7208,2
2021/7/17,0.106,1.74,0.154,1.6145,2
2021/7/19,0.14,2.599,0.261,2.9263,3
2021/7/22,0.078,3.557,0.366,3.9474,4
2021/7/23,0.137,4.472,0.39,4.9171,5
2021/7/24,0.165,3.486,0.348,2.0141,4
2021/7/25,0.053,1.793,0.154,1.9908,2
2021/7/26,0.157,4.488,0.354,4.8591,5
2021/7/27,0.195,4.253,0.555,4.9013,5
2021/7/28,0.155,2.677,0.168,0.2076,3
2021/7/29,0.095,2.647,0.258,2.9662,3
2021/7/30,0.169,2.599,0.231,1.0522,3
2021/7/31,0.021,0.869,0.11,0.9992,1
2021/8/1,0.031,0.896,0.073,0.9895,1
2021/8/2,0.105,1.659,0.236,1.9754,2
2021/8/3,0.153,3.539,0.309,2.0261,4
2021/8/4,0.021,0.928,0.051,0.9801,1
2021/8/5,0.134,3.545,0.321,3.931,4
2021/8/6,0.054,1.705,0.242,1.9968,2
2021/8/8,0.089,2.768,0.143,2.764,3
2021/8/9,0.136,2.618,0.246,1.6825,3
2021/8/10,0.141,2.63,0.228,2.7772,3
2021/8/11,0.043,0.818,0.139,0.999,1
2021/8/12,0.041,0.85,0.108,0.9955,1
2021/8/13,0.17,2.571,0.26,2.8449,3
2021/8/14,0.016,0.908,0.076,0.9849,1
2021/8/15,0.043,0.856,0.101,0.9966,1
2021/8/16,0.168,2.557,0.275,1.8901,3
2021/8/17,0.136,2.597,0.267,0.9952,3
2021/8/18,0.096,2.667,0.239,2.8431,3
2021/8/19,0.058,0.798,0.143,0.9969,1
2021/8/20,0.103,1.672,0.224,1.9911,2
2021/8/23,0.028,0.869,0.103,0.9778,1
2021/8/24,0.145,4.492,0.364,2.7962,5
2021/8/25,0.087,1.753,0.16,1.9879,2
2021/8/26,0.069,0.859,0.073,0.5864,1
2021/8/27,0.09,2.617,0.293,2.9881,3
2021/8/28,0.021,0.897,0.082,0.9932,1
2021/8/29,0.027,0.852,0.122,0.997,1
2021/8/30,0.022,0.873,0.106,0.9935,1
2021/8/31,0.136,1.706,0.158,1.8174,2
2021/9/1,0.059,1.762,0.18,1.9763,2
2021/9/2,0.091,2.683,0.227,2.8831,3
2021/9/3,0.075,0.827,0.098,0.9761,1
2021/9/4,0.025,0.861,0.114,0.9967,1
2021/9/5,0.038,0.873,0.088,0.998,1
2021/9/7,0.048,1.844,0.108,1.9363,2
2021/9/9,0.054,1.757,0.188,1.9932,2
2021/9/10,0.023,0.92,0.057,0.9797,1
2021/9/11,0.018,0.904,0.078,0.999,1
2021/9/12,0.042,0.917,0.042,0.0441,1
2021/9/13,0.186,3.448,0.366,3.807,4
2021/9/14,0.032,0.905,0.063,0.952,1
2021/9/16,0.071,0.795,0.134,0.9942,1
2021/9/17,0.142,1.674,0.184,0.1318,2
2021/9/19,0.031,0.853,0.116,0.9987,1
2021/9/20,0.087,0.865,0.048,-0.9904,1
2021/9/21,0.035,0.889,0.075,0.8674,1
2021/9/24,0.052,1.781,0.168,1.9844,2
2021/9/26,0.192,3.433,0.375,3.8553,4
2021/9/27,0.24,4.455,0.306,2.4041,5
2021/9/28,0.034,0.851,0.115,0.9982,1
2021/9/30,0.081,0.861,0.058,-0.885,1
2021/10/1,0.077,1.798,0.125,1.9405,2
2021/10/2,0.034,0.877,0.09,0.9874,1
2021/10/3,0.018,0.914,0.069,0.9934,1
2021/10/4,0.077,2.646,0.277,2.8652,3
2021/10/5,0.213,2.609,0.178,-0.7156,3
2021/10/6,0.058,1.745,0.197,1.9699,2
2021/10/7,0.132,3.541,0.327,3.9019,4
2021/10/8,0.331,5.122,0.546,3.9111,6
2021/10/9,0.031,0.843,0.126,0.9992,1
2021/10/10,0.063,0.788,0.149,0.9983,1
2021/10/11,0.066,0.867,0.067,-0.7479,1
2021/10/12,0.224,3.532,0.244,0.3001,4
2021/10/13,0.056,1.746,0.199,1.9438,2
2021/10/14,0.018,0.898,0.084,0.9974,1
2021/10/15,0.026,0.866,0.108,0.9898,1
2021/10/16,0.021,0.86,0.119,0.9997,1
2021/10/17,0.103,0.803,0.094,-0.8493,1
2021/10/18,0.095,1.753,0.152,0.0751,2
2021/10/20,0.136,3.495,0.369,3.9509,4
2021/10/21,0.222,2.543,0.234,-0.8748,3
2021/10/22,0.108,2.658,0.236,2.4717,3
2021/10/25,0.198,4.399,0.404,4.3337,5
2021/10/26,0.338,6.704,0.958,7.6116,8
2021/10/27,0.174,3.467,0.359,3.9393,4
2021/10/28,0.167,4.394,0.44,4.7663,5
2021/10/29,0.369,5.919,0.711,4.9645,7
2021/10/31,0.062,0.839,0.1,0.9865,1
2021/11/1,0.037,1.808,0.155,1.9671,2
2021/11/2,0.128,3.554,0.318,3.895,4
2021/11/3,0.261,7.086,0.654,7.1517,8
2021/11/4,0.497,8.686,0.818,4.2051,10
2021/11/5,0.065,1.73,0.204,1.9423,2
2021/11/6,0.065,2.702,0.232,2.982,3
2021/11/7,0.11,3.486,0.404,3.9889,4
2021/11/8,0.204,5.241,0.555,5.785,6
2021/11/9,0.382,7.646,0.973,8.8386,9
2021/11/10,0.188,5.329,0.484,4.5875,6
2021/11/11,0.266,7.607,1.126,8.8383,9
2021/11/12,0.186,6.295,0.519,6.0703,7
2021/11/13,0.018,0.897,0.085,0.9935,1
2021/11/14,0.08,0.809,0.111,0.85,1
2021/11/15,0.029,1.839,0.13,1.8716,2
2021/11/16,0.085,3.503,0.413,3.951,4
2021/11/17,0.134,4.461,0.405,4.7918,5
2021/11/18,0.097,2.697,0.205,2.7943,3
2021/11/19,0.036,0.899,0.065,0.9683,1
2021/11/20,0.043,0.893,0.064,0.8357,1
2021/11/22,0.225,3.501,0.275,0.0518,4
2021/11/23,0.058,0.842,0.1,0.9873,1
2021/11/24,0.091,1.712,0.197,1.908,2
2021/11/25,0.023,0.912,0.065,0.9783,1
2021/11/26,0.056,1.738,0.206,1.9969,2
2021/11/27,0.028,0.918,0.054,0.9246,1
2021/11/29,0.034,2.747,0.22,2.9552,3
2021/11/30,0.092,1.661,0.247,1.9941,2
2021/12/1,0.029,0.921,0.05,0.993,1
2021/12/2,0.032,0.874,0.094,0.9936,1
2021/12/3,0.179,3.452,0.37,3.0584,4
2021/12/5,0.009,0.925,0.066,0.9979,1
2021/12/6,0.2,3.526,0.275,1.2054,4
2021/12/7,0.237,7.085,0.678,7.6948,8
2021/12/8,0.047,0.863,0.09,0.9892,1
2021/12/9,0.151,2.524,0.325,2.954,3
2021/12/10,0.251,5.308,0.442,3.9182,6
2021/12/11,0.101,2.628,0.271,2.9921,3
2021/12/13,0.176,2.559,0.266,2.9458,3
2021/12/14,0.102,4.549,0.349,3.0278,5
2021/12/15,0.07,1.818,0.111,1.8018,2
2021/12/16,0.059,0.872,0.069,0.552,1
2021/12/17,0.01,0.907,0.083,0.9975,1
2021/12/18,0.064,0.859,0.077,0.9042,1
2021/12/20,0.345,5.125,0.529,1.9229,6
2021/12/21,0.118,2.644,0.24,2.8164,3
2021/12/22,0.186,4.449,0.365,3.4071,5
2021/12/23,0.122,2.576,0.302,2.5687,3
2021/12/24,0.059,0.819,0.122,0.886,1
2021/12/26,0.016,0.893,0.09,0.9967,1
2021/12/27,0.122,2.603,0.275,2.9853,3
2021/12/28,0.049,0.893,0.058,0.8331,1
2021/12/29,0.107,4.459,0.435,4.7528,5
2021/12/30,0.118,2.668,0.213,2.5365,3
2021/12/31,0.11,1.71,0.18,1.7006,2
2022/1/1,0.027,0.899,0.074,0.9829,1
2022/1/2,0.11,1.767,0.123,-0.0129,2
2022/1/3,0.218,7.154,0.628,5.7267,8
2022/1/4,0.268,5.278,0.452,3.5603,6
2022/1/5,0.02,1.891,0.089,1.9591,2
2022/1/6,0.448,6.868,0.684,5.8957,8
2022/1/7,0.093,1.663,0.244,1.994,2
2022/1/9,0.069,1.772,0.16,1.9882,2
2022/1/10,0.122,1.734,0.144,0.9311,2
2022/1/11,0.076,1.815,0.108,1.6364,2
2022/1/12,0.033,0.812,0.155,0.9995,1
2022/1/13,0.065,1.797,0.138,1.8474,2
2022/1/14,0.108,3.584,0.306,3.6056,4
2022/1/15,0.15,2.558,0.293,1.0421,3
2022/1/17,0.021,0.903,0.076,0.9953,1
2022/1/18,0.216,4.416,0.368,4.7448,5
2022/1/19,0.068,0.879,0.053,-0.9025,1
2022/1/21,0.044,0.882,0.074,0.9941,1
2022/1/22,0.007,0.921,0.072,0.9922,1
2022/1/23,0.066,0.785,0.148,0.999,1
2022/1/24,0.161,2.601,0.239,1.0361,3
2022/1/25,0.158,4.45,0.393,4.9143,5
2022/1/26,0.136,3.517,0.347,2.9234,4
2022/1/27,0.222,6.026,0.749,6.9235,7
2022/1/28,0.201,4.383,0.416,4.7562,5
2022/1/29,0.023,0.929,0.048,0.9595,1
2022/1/30,0.121,1.741,0.138,0.0896,2
2022/1/31,0.021,0.939,0.041,0.6858,1
2022/2/1,0.107,3.518,0.374,3.9182,4
2022/2/2,0.018,0.84,0.142,0.9963,1
2022/2/3,0.063,0.853,0.084,0.743,1
2022/2/4,0.294,4.16,0.547,4.9485,5
2022/2/5,0.143,3.572,0.284,3.877,4
2022/2/6,0.227,3.202,0.571,3.9893,4
2022/2/7,0.161,2.661,0.178,0.7234,3
2022/2/8,0.076,1.768,0.156,1.7627,2
2022/2/9,0.11,1.761,0.13,1.5683,2
2022/2/10,0.26,4.317,0.424,2.6986,5
